pos
"(330.0, 331.062705851758, 332.12883395723514, 333.19839533718635, 334.27140104785656, 335.3478621810956, 336.42778986447246, 337.5111952613902, 338.59808957120254, 339.6884840293279, 340.78238990736656, 341.8798185132169, 342.9807811911924, 344.08528932213903, 345.19335432355257, 346.3049876496967, 347.42020079172187, 348.5390052777833, 349.66141267316084, 350.7874345803778, 351.9170826393224, 353.050368527366, 354.1873039594851, 355.32790068838244, 356.4721705046079, 357.6201252366809, 358.7717767512125, 359.92713695302797, 361.08621778528993, 362.24903122962195, 363.41558930623216, 364.58590407403756, 365.7599876307885, 366.937852113195, 368.1195096970501, 369.3049725973571, 370.49425306845563, 371.68736340414813, 372.8843159378271, 374.0851230426025, 375.2897971314296, 376.49835065723755, 377.7107961130577, 378.92714603215313, 380.1474129881476, 381.3716095951571, 382.59974850791804, 383.8318424219195, 385.06790407353407, 386.30794624014953, 387.551981740301, 388.8000234338034, 390.0520842218844, 391.30817704731766, 392.56831489455675, 393.83251078986945, 395.10077780147185, 396.37312903966495, 397.6495776569681, 398.9301368482564, 400.2148198508965, 401.50363994488373, 402.7966104529793, 404.0937447408479, 405.395056217196, 406.7005583339104, 408.01026458619725, 409.32418851272166, 410.6423436957475, 411.96474376127753, 413.2914023791959, 414.62233326340686, 415.9575501719782, 417.29706690728324, 418.6408973161432, 419.9890552899706, 421.34155476491287, 422.69840972199603, 424.0596341872698, 425.42524223195204, 426.79524797257454, 428.1696655711284, 429.5485092352123, 430.9317932181764, 432.3195318192718, 433.7117393837978, 435.10843030325015, 436.50961901546975, 437.9153200047921, 439.32554780219675, 440.7403169854578, 442.1596421792944, 443.58353805552207, 445.0120193332037, 446.44510077880375, 447.88279720633795, 449.3251234775285, 450.77209450195704, 452.2237252372189, 453.68003068907757, 455.14102591162, 456.606726007412, 458.07714612765477, 459.5523014723409, 461.0322072904121, 462.5168788799163, 464.00633158816584, 465.5005808118975, 466.9996419974294, 468.5035306408219, 470.0122622880378, 471.5258525351029, 473.04431702826713, 474.56767146416644, 476.09593158998496, 477.6291132036177, 479.16723215383416, 480.71030434044184, 482.2583457144507, 483.81137227823757, 485.3694000857137, 486.9324452424874, 488.5005239060328, 490.0736522858563, 491.65184664366404, 493.23512329353014, 494.82349860206523, 496.4169889885857, 498.0156109252833, 499.6193809373957, 501.22831560337653, 502.8424315550689, 504.4617454778742, 506.0862741109268, 507.71603424726635, 509.35104273401146, 510.991316472534, 512.6368724186335, 514.2877275827128, 515.9438990299535, 517.6054038804928, 519.2722593095998, 520.9444825478539, 522.6220908813219, 524.3051016517387, 525.9935322566837, 527.6874001497624, 529.3867228407869, 531.0915178959561, 532.8018029380381, 534.5175956465515, 536.2389137579489, 537.9657750658001, 539.6981974209756, 541.4361987318316, 543.1797969643949, 544.9290101425481, 546.6838563482182, 548.4443537215601, 550.2105204611465, 551.982374824155, 553.7599351265577, 555.5432197433095, 557.3322471085387, 559.1270357157376, 560.9276041179534, 562.7339709279797, 564.5461548185498, 566.3641745225283, 568.1880488331076, 570.017796603998, 571.853436749626, 573.6949882453281, 575.5424701275479, 577.3959014940319, 579.2553015040281, 581.1206893784831, 582.992084400241, 584.8695059142431, 586.7529733277274, 588.642506110429, 590.5381237947836, 592.4398459761256, 594.3476923128935, 596.261682526832, 598.1818364031966, 600.1081737909572, 602.0407146030038, 603.9794788163528, 605.9244864723522, 607.8757576768903, 609.8333126006025, 611.79717147908, 613.7673546130787, 615.7438823687311, 617.7267751777536, 619.7160535376595, 621.711738011971, 623.7138492304313, 625.7224078892181, 627.7374347511573, 629.7589506459377, 631.7869764703267, 633.8215331883857, 635.8626418316871, 637.910323499532, 639.9645993591669, 642.025490646006, 644.0930186638462, 646.1672047850901, 648.2480704509665, 650.3356371717514, 652.4299265269912, 654.5309601657252, 656.6387598067096, 658.7533472386418, 660.8747443203862, 663.0029729811985, 665.1380552209562, 667.280013110381, 669.4288687912704, 671.5846444767254, 673.7473624513806, 675.9170450716338, 678.0937147658778, 680.2773940347323, 682.4681054512757, 684.6658716612794, 686.8707153834412, 689.0826594096204, 691.3017266050728, 693.5279399086896, 695.7613223332307, 698.0018969655652, 700.2496869669089, 702.5047155730647, 704.7670060946617, 707.0365819173973, 709.3134665022776, 711.5976833858615, 713.8892561805026, 716.1882085745938, 718.4945643328127, 720.8083472963658, 723.1295813832379, 725.4582905884356, 727.7944989842375, 730.1382307204428, 732.489510024621, 734.8483612023618, 737.2148086375269, 739.5888767925018, 741.9705902084486, 744.3599735055601, 746.7570513833131, 749.1618486207276, 751.5743900766148, 753.9947006898445, 756.4228054795947, 758.8587295456139, 761.3024980684796, 763.7541363098593, 766.2136696127708, 768.6811234018448, 771.1565231835872, 773.6398945466433, 776.1312631620617, 778.6306547835597, 781.1380952477919, 783.6536104746126, 786.1772264673477, 788.7089693130619, 791.2488651828285, 793.796940332, 796.3532211004798, 798.9177339129942, 801.4905052793655, 804.0715617947861, 806.6609301400936, 809.2586370820461, 811.8647094735991, 814.479174254185, 817.1020584499876, 819.7333891742247, 822.3731936274272, 825.0214990977203, 827.6783329611059, 830.3437226817452, 833.0176958122433, 835.7002799939329, 838.391502957161, 841.0913925215744, 843.7999765964114, 846.5172831807809, 849.243340363964, 851.9781763256949, 854.7218193364566, 857.4742977577719, 860.2356400424967, 863.0058747351146, 865.7850304720312, 868.5731359818707, 871.3702200857728, 874.1763116976902, 876.9914398246871, 879.8156335672426, 882.6489221195455, 885.4913347698009, 888.3429009005307, 891.2036499888779, 894.0736116069119, 896.9528154219331, 899.8412911967805, 902.7390687901387, 905.6461781568472, 908.5626493482092, 911.4885125123033, 914.4237978942931, 917.3685358367445, 920.3227567799333, 923.2864912621637, 926.2597699200829, 929.2426234889981, 932.235082803194, 935.2371787962516, 938.2489425013678, 941.2704050516766, 944.3015976805704, 947.3425517220234, 950.3932986109152, 953.4538698833546, 956.52429717701, 959.6046122314301, 962.6948468883762, 965.7950330921504, 968.9052028899255, 972.0253884320765, 975.1556219725129, 978.2959358690124, 981.4463625835548, 984.6069346826581, 987.7776848377138, 990.9586458253297, 994.149850527658, 997.351331932749, 1000.5631231348807, 1003.7852573349069, 1007.0177678405983, 1010.2606880669873, 1013.514051536714, 1016.7778918803714, 1020.0522428368542, 1023.3371382537073, 1026.6326120874753, 1029.9386984040527, 1033.2554313790404, 1036.5828452980923, 1039.9209745572746, 1043.2698536634196, 1046.6295172344824, 1049.9999999999)"
